order_id,customer_id,product_id,order_date,sales,high_value_order
CA-2015-106376,BS-11590,OFF-AR-10002671,2015-12-05,1113.024,1
CA-2015-106376,BS-11590,TEC-PH-10002726,2015-12-05,167.968,0
CA-2017-119823,KD-16270,OFF-PA-10000482,2017-06-04,75.88,0
CA-2017-106075,HM-14980,OFF-BI-10004654,2017-09-18,4.616,0
CA-2018-114440,TB-21520,OFF-PA-10004675,2018-09-14,19.05,0
US-2016-134026,JE-15745,FUR-CH-10000513,2016-04-26,831.936,1
US-2016-134026,JE-15745,FUR-FU-10003708,2016-04-26,97.04,0
US-2016-134026,JE-15745,OFF-ST-10004123,2016-04-26,72.784,0
US-2018-118038,KB-16600,OFF-BI-10004182,2018-12-09,1.248,0
US-2018-118038,KB-16600,FUR-FU-10000260,2018-12-09,9.708,0
US-2018-118038,KB-16600,OFF-ST-10000615,2018-12-09,27.24,0
US-2015-147606,JE-15745,FUR-FU-10003194,2015-11-26,19.3,0
CA-2017-127208,SC-20770,OFF-AP-10002118,2017-06-12,208.16,0
CA-2017-127208,SC-20770,OFF-BI-10002309,2017-06-12,16.74,0
CA-2015-139451,DN-13690,OFF-AR-10002053,2015-10-12,14.9,0
CA-2015-139451,DN-13690,OFF-ST-10002370,2015-10-12,21.39,0
CA-2016-149734,JC-16105,OFF-EN-10000927,2016-09-03,200.984,0
US-2018-119662,CS-12400,OFF-ST-10003656,2018-11-13,230.376,0
CA-2018-140088,PO-18865,FUR-CH-10000863,2018-05-28,301.96,0
CA-2018-155558,PG-18895,TEC-AC-10001998,2018-10-26,19.99,0
CA-2018-155558,PG-18895,OFF-LA-10000134,2018-10-26,6.16,0
CA-2017-159695,GM-14455,OFF-ST-10003442,2017-04-05,158.368,0
CA-2017-109806,JS-15685,OFF-AR-10004930,2017-09-17,20.1,0
CA-2017-109806,JS-15685,TEC-PH-10004093,2017-09-17,73.584,0
CA-2017-109806,JS-15685,OFF-PA-10000304,2017-09-17,6.48,0
CA-2016-149587,KB-16315,OFF-PA-10003177,2016-01-31,12.96,0
CA-2016-149587,KB-16315,FUR-FU-10003799,2016-01-31,53.34,0
CA-2016-149587,KB-16315,OFF-BI-10002852,2016-01-31,32.96,0
US-2018-109484,RB-19705,OFF-BI-10004738,2018-11-06,5.682,0
CA-2018-161018,PN-18775,FUR-FU-10000629,2018-11-09,96.53,0
CA-2018-157833,KD-16345,OFF-BI-10001721,2018-06-17,51.312,0
CA-2017-149223,ER-13855,OFF-AP-10000358,2017-09-06,77.88,0
CA-2017-158568,RB-19465,OFF-PA-10003256,2017-08-29,64.624,0
CA-2017-158568,RB-19465,TEC-AC-10001767,2017-08-29,95.976,0
CA-2017-158568,RB-19465,OFF-BI-10002609,2017-08-29,1.788,0
CA-2017-129903,GZ-14470,OFF-PA-10004040,2017-12-01,23.92,0
US-2016-156867,LC-16870,TEC-AC-10001552,2016-11-13,238.896,0
US-2016-156867,LC-16870,FUR-FU-10004006,2016-11-13,102.36,0
US-2016-156867,LC-16870,OFF-BI-10002794,2016-11-13,36.882,0
CA-2018-119004,JM-15250,TEC-AC-10003499,2018-11-23,74.112,0
CA-2018-119004,JM-15250,TEC-PH-10002844,2018-11-23,27.992,0
CA-2018-119004,JM-15250,OFF-AR-10000390,2018-11-23,3.304,0
CA-2016-129476,PA-19060,TEC-AC-10000844,2016-10-15,339.96,0
CA-2018-146780,CV-12805,FUR-FU-10001934,2018-12-25,41.96,0
CA-2017-128867,CL-12565,OFF-AR-10000380,2017-11-03,75.96,0
CA-2017-128867,CL-12565,OFF-BI-10003981,2017-11-03,27.24,0
CA-2015-115259,RC-19960,OFF-FA-10000621,2015-08-25,40.096,0
CA-2015-115259,RC-19960,OFF-EN-10002600,2015-08-25,4.72,0
CA-2015-115259,RC-19960,OFF-PA-10004965,2015-08-25,23.976,0
CA-2015-115259,RC-19960,OFF-EN-10002504,2015-08-25,130.464,0
CA-2016-110457,DK-13090,FUR-TA-10001768,2016-03-02,787.53,1
US-2016-136476,GG-14650,OFF-BI-10003650,2016-04-05,157.794,0
CA-2017-103730,SC-20725,FUR-FU-10002157,2017-06-12,47.04,0
CA-2017-103730,SC-20725,OFF-BI-10003910,2017-06-12,30.84,0
CA-2017-103730,SC-20725,OFF-ST-10000777,2017-06-12,226.56,0
CA-2017-103730,SC-20725,OFF-EN-10002500,2017-06-12,115.02,0
CA-2017-103730,SC-20725,TEC-PH-10003875,2017-06-12,68.04,0
US-2015-152030,AD-10180,FUR-CH-10004063,2015-12-26,600.558,1
US-2015-134614,PF-19165,FUR-TA-10004534,2015-09-20,617.7,1
US-2018-107272,TS-21610,OFF-BI-10003274,2018-11-05,2.388,0
US-2018-107272,TS-21610,OFF-ST-10002974,2018-11-05,243.992,0
US-2017-125969,LS-16975,FUR-CH-10001146,2017-11-06,81.424,0
US-2017-125969,LS-16975,FUR-FU-10003773,2017-11-06,238.56,0
US-2018-164147,DW-13585,TEC-PH-10002293,2018-02-02,59.97,0
US-2018-164147,DW-13585,OFF-PA-10002377,2018-02-02,78.304,0
US-2018-164147,DW-13585,OFF-FA-10002780,2018-02-02,21.456,0
CA-2017-145583,LC-16885,OFF-PA-10001804,2017-10-13,20.04,0
CA-2017-145583,LC-16885,OFF-PA-10001736,2017-10-13,35.44,0
CA-2017-145583,LC-16885,OFF-AR-10001149,2017-10-13,11.52,0
CA-2017-145583,LC-16885,OFF-FA-10002988,2017-10-13,4.02,0
CA-2017-145583,LC-16885,OFF-BI-10004781,2017-10-13,76.176,0
CA-2017-145583,LC-16885,OFF-SU-10001218,2017-10-13,65.88,0
CA-2017-145583,LC-16885,FUR-FU-10001706,2017-10-13,43.12,0
CA-2017-110366,JD-15895,FUR-FU-10004848,2017-09-05,82.8,0
CA-2018-106180,SH-19975,OFF-AR-10000940,2018-09-18,8.82,0
CA-2018-106180,SH-19975,OFF-EN-10004030,2018-09-18,10.86,0
CA-2018-106180,SH-19975,OFF-PA-10004327,2018-09-18,143.7,0
CA-2018-155376,SG-20080,OFF-AP-10001058,2018-12-22,839.43,1
CA-2016-110744,HA-14920,OFF-ST-10003656,2016-09-07,671.93,1
CA-2015-110072,MG-17680,FUR-FU-10000521,2015-10-22,93.888,0
CA-2017-114489,JE-16165,TEC-PH-10000215,2017-12-05,384.45,0
CA-2017-114489,JE-16165,TEC-PH-10001448,2017-12-05,149.97,0
CA-2017-114489,JE-16165,FUR-CH-10000454,2017-12-05,1951.84,1
CA-2017-114489,JE-16165,OFF-BI-10002735,2017-12-05,171.55,0
CA-2017-158834,TW-21025,OFF-AP-10000326,2017-03-13,157.92,0
CA-2017-158834,TW-21025,TEC-PH-10001254,2017-03-13,203.184,0
CA-2016-124919,SP-20650,OFF-PA-10001950,2016-05-31,58.38,0
CA-2016-124919,SP-20650,OFF-PA-10002254,2016-05-31,105.52,0
CA-2016-124919,SP-20650,OFF-ST-10001590,2016-05-31,80.88,0
CA-2016-118948,NK-18490,OFF-AR-10001547,2016-05-28,6.63,0
CA-2015-104269,DB-13060,FUR-CH-10004063,2015-03-01,457.568,0
CA-2017-114104,NP-18670,OFF-LA-10002475,2017-11-20,14.62,0
CA-2017-114104,NP-18670,TEC-PH-10004536,2017-11-20,944.93,1
CA-2017-162733,TT-21070,OFF-PA-10002751,2017-05-11,5.98,0
CA-2016-119697,EM-13960,TEC-AC-10003657,2016-12-28,54.384,0
CA-2017-154508,RD-19900,OFF-EN-10001990,2017-11-16,28.4,0
CA-2017-113817,MJ-17740,OFF-BI-10004002,2017-11-07,27.68,0
CA-2015-139892,BM-11140,OFF-AR-10004441,2015-09-08,9.936,0
CA-2015-139892,BM-11140,TEC-MA-10000822,2015-09-08,8159.952,1
CA-2015-139892,BM-11140,OFF-ST-10000991,2015-09-08,275.928,0
CA-2015-139892,BM-11140,FUR-CH-10004287,2015-09-08,1740.06,1
CA-2015-139892,BM-11140,OFF-AR-10002656,2015-09-08,32.064,0
CA-2015-139892,BM-11140,OFF-AP-10002518,2015-09-08,177.98,0
CA-2015-139892,BM-11140,TEC-PH-10003931,2015-09-08,143.976,0
CA-2015-118962,CS-12130,OFF-PA-10000659,2015-08-05,20.94,0
CA-2015-118962,CS-12130,OFF-PA-10001144,2015-08-05,110.96,0
CA-2015-118962,CS-12130,FUR-CH-10003817,2015-08-05,340.144,0
US-2015-100853,JB-15400,OFF-AP-10000891,2015-09-14,52.448,0
US-2015-100853,JB-15400,OFF-LA-10003148,2015-09-14,20.16,0
US-2018-152366,SJ-20500,OFF-AP-10002684,2018-04-21,97.264,0
US-2016-101511,JE-15745,FUR-CH-10004698,2016-11-21,396.802,0
US-2016-101511,JE-15745,OFF-SU-10002189,2016-11-21,15.88,0
CA-2016-137225,JK-15640,OFF-AR-10001940,2016-12-15,3.28,0
CA-2015-166191,DK-13150,OFF-ST-10003455,2015-12-05,24.816,0
CA-2015-166191,DK-13150,TEC-AC-10004659,2015-12-05,408.744,0
CA-2015-158274,RM-19675,TEC-PH-10003273,2015-11-19,503.96,1
CA-2015-158274,RM-19675,TEC-PH-10004896,2015-11-19,149.95,0
CA-2015-158274,RM-19675,TEC-AC-10002345,2015-11-19,29.0,0
CA-2017-105018,SK-19990,OFF-BI-10001890,2017-11-28,7.16,0
CA-2015-123260,FM-14290,TEC-AC-10002323,2015-08-26,176.8,0
CA-2017-157000,AM-10360,OFF-ST-10001328,2017-07-16,37.224,0
CA-2017-157000,AM-10360,OFF-PA-10001950,2017-07-16,20.016,0
CA-2016-102281,MP-17470,FUR-BO-10002613,2016-10-12,899.136,1
CA-2016-102281,MP-17470,TEC-PH-10001552,2016-10-12,71.76,0
CA-2016-102281,MP-17470,OFF-PA-10000061,2016-10-12,51.84,0
CA-2016-102281,MP-17470,FUR-BO-10002545,2016-10-12,626.352,1
CA-2016-102281,MP-17470,OFF-AR-10003514,2016-10-12,19.9,0
CA-2016-131457,MZ-17515,OFF-EN-10001509,2016-10-31,14.28,0
CA-2015-140004,CB-12025,OFF-AR-10004685,2015-03-21,7.408,0
CA-2015-140004,CB-12025,OFF-AR-10004027,2015-03-21,6.048,0
CA-2018-107720,VM-21685,OFF-ST-10001414,2018-11-06,46.26,0
US-2018-124303,FH-14365,OFF-BI-10000343,2018-07-06,2.946,0
US-2018-124303,FH-14365,OFF-PA-10002749,2018-07-06,16.056,0
CA-2018-105074,MB-17305,OFF-PA-10002666,2018-06-24,21.744,0
CA-2015-133690,BS-11755,FUR-TA-10004289,2015-08-03,218.75,0
CA-2015-133690,BS-11755,OFF-AP-10003622,2015-08-03,2.6,0
US-2018-116701,LC-17140,OFF-AP-10003217,2018-12-17,66.284,0
CA-2018-126382,HK-14890,FUR-FU-10002960,2018-06-03,35.168,0
CA-2018-108329,LE-16810,TEC-PH-10001918,2018-12-09,444.768,0
CA-2018-135860,JH-15985,OFF-ST-10000642,2018-12-01,83.92,0
CA-2018-135860,JH-15985,TEC-PH-10001700,2018-12-01,131.98,0
CA-2018-135860,JH-15985,OFF-BI-10003274,2018-12-01,15.92,0
CA-2018-135860,JH-15985,OFF-FA-10000134,2018-12-01,52.29,0
CA-2018-135860,JH-15985,OFF-ST-10001522,2018-12-01,91.99,0
CA-2016-101007,MS-17980,TEC-AC-10001266,2016-02-09,20.8,0
CA-2016-146262,VW-21775,OFF-LA-10004544,2016-01-02,23.68,0
CA-2016-146262,VW-21775,FUR-BO-10004695,2016-01-02,452.45,0
CA-2016-146262,VW-21775,TEC-PH-10002844,2016-01-02,62.982,0
CA-2016-146262,VW-21775,TEC-MA-10000864,2016-01-02,1188.0,1
CA-2016-146262,VW-21775,TEC-AC-10000109,2016-01-02,89.584,0
CA-2017-130162,JH-15910,OFF-ST-10001328,2017-10-28,93.06,0
CA-2017-130162,JH-15910,TEC-PH-10002563,2017-10-28,302.376,0
CA-2016-169397,JB-15925,OFF-FA-10000585,2016-12-24,5.584,0
CA-2016-169397,JB-15925,OFF-PA-10004000,2016-12-24,22.704,0
CA-2016-169397,JB-15925,OFF-BI-10002852,2016-12-24,19.776,0
CA-2016-169397,JB-15925,FUR-FU-10000087,2016-12-24,72.704,0
CA-2016-169397,JB-15925,TEC-MA-10001148,2016-12-24,479.988,0
CA-2016-169397,JB-15925,OFF-AR-10001958,2016-12-24,27.168,0
CA-2016-163055,DS-13180,OFF-AR-10001026,2016-08-09,2.2,0
CA-2016-163055,DS-13180,FUR-TA-10003748,2016-08-09,622.45,1
CA-2016-163055,DS-13180,OFF-ST-10002485,2016-08-09,21.98,0
US-2016-145436,VD-21670,FUR-CH-10004860,2016-02-28,161.568,0
US-2016-145436,VD-21670,FUR-CH-10004477,2016-02-28,389.696,0
US-2015-156216,EA-14035,OFF-BI-10001679,2015-09-13,18.648,0
US-2018-100930,CS-12400,FUR-TA-10001705,2018-04-07,233.86,0
US-2018-100930,CS-12400,FUR-TA-10003473,2018-04-07,620.6145,1
US-2018-100930,CS-12400,OFF-BI-10001679,2018-04-07,5.328,0
US-2018-100930,CS-12400,FUR-FU-10004017,2018-04-07,258.072,0
US-2018-100930,CS-12400,TEC-AC-10003832,2018-04-07,617.976,1
CA-2018-160514,DB-13120,OFF-PA-10002479,2018-11-12,10.56,0
CA-2017-157749,KL-16645,OFF-PA-10003349,2017-06-04,25.92,0
CA-2017-157749,KL-16645,FUR-FU-10000576,2017-06-04,419.68,0
CA-2017-157749,KL-16645,FUR-FU-10004351,2017-06-04,11.688,0
CA-2017-157749,KL-16645,TEC-PH-10000011,2017-06-04,31.984,0
CA-2017-157749,KL-16645,FUR-TA-10002607,2017-06-04,177.225,0
CA-2017-157749,KL-16645,FUR-FU-10002505,2017-06-04,4.044,0
CA-2017-157749,KL-16645,OFF-AR-10004685,2017-06-04,7.408,0
CA-2015-131926,DW-13480,FUR-CH-10004063,2015-06-01,2001.86,1
CA-2015-131926,DW-13480,OFF-ST-10002276,2015-06-01,166.72,0
CA-2015-131926,DW-13480,OFF-PA-10004082,2015-06-01,47.88,0
CA-2015-131926,DW-13480,OFF-AP-10002945,2015-06-01,1503.25,1
CA-2015-131926,DW-13480,OFF-PA-10000061,2015-06-01,25.92,0
CA-2017-154739,LH-17155,FUR-CH-10002965,2017-12-10,321.568,0
CA-2017-145625,KC-16540,OFF-PA-10004569,2017-09-11,7.61,0
CA-2017-145625,KC-16540,TEC-AC-10003832,2017-09-11,3347.37,1
CA-2017-146941,DL-13315,OFF-ST-10001228,2017-12-10,80.58,0
CA-2017-146941,DL-13315,OFF-EN-10003296,2017-12-10,361.92,0
US-2016-159982,DR-12880,FUR-FU-10002505,2016-11-28,12.132,0
US-2016-159982,DR-12880,OFF-ST-10004804,2016-11-28,82.368,0
US-2016-159982,DR-12880,OFF-ST-10001590,2016-11-28,53.92,0
US-2016-159982,DR-12880,TEC-PH-10001580,2016-11-28,647.904,1
CA-2018-163139,CC-12670,TEC-AC-10000290,2018-12-01,20.37,0
CA-2018-163139,CC-12670,OFF-ST-10002790,2018-12-01,221.55,0
CA-2018-163139,CC-12670,OFF-BI-10003460,2018-12-01,17.52,0
US-2018-155299,Dl-13600,OFF-AP-10002203,2018-06-08,1.624,0
US-2015-106992,SB-20290,TEC-MA-10000822,2015-09-19,3059.982,1
US-2015-106992,SB-20290,TEC-MA-10003353,2015-09-19,2519.958,1
CA-2017-125318,RC-19825,TEC-PH-10001433,2017-06-06,328.224,0
CA-2016-155040,AH-10210,TEC-AC-10004469,2016-11-10,79.9,0
CA-2018-136826,CB-12535,OFF-AR-10003602,2018-06-16,14.016,0
CA-2017-111010,PG-18895,OFF-FA-10003472,2017-01-22,7.56,0
US-2018-145366,CA-12310,OFF-ST-10004180,2018-12-09,37.208,0
US-2018-145366,CA-12310,OFF-EN-10004386,2018-12-09,57.576,0
CA-2018-163979,KH-16690,OFF-ST-10003208,2018-12-28,725.84,1
CA-2016-155334,HA-14920,TEC-AC-10003628,2016-07-30,209.93,0
CA-2016-155334,HA-14920,FUR-FU-10003274,2016-07-30,5.28,0
CA-2016-155334,HA-14920,OFF-BI-10002557,2016-07-30,10.92,0
CA-2018-118136,BB-10990,OFF-PA-10002615,2018-09-16,8.82,0
CA-2018-118136,BB-10990,OFF-AR-10001427,2018-09-16,5.98,0
CA-2018-132976,AG-10495,OFF-PA-10000673,2018-10-13,11.648,0
CA-2018-132976,AG-10495,OFF-PA-10004470,2018-10-13,18.176,0
CA-2018-132976,AG-10495,OFF-ST-10000876,2018-10-13,59.712,0
CA-2018-132976,AG-10495,OFF-LA-10002043,2018-10-13,24.84,0
US-2016-161991,SC-20725,OFF-BI-10004967,2016-09-26,2.08,0
US-2016-161991,SC-20725,TEC-PH-10001760,2016-09-26,1114.4,1
CA-2016-130890,JO-15280,FUR-TA-10002903,2016-11-02,1038.84,1
CA-2016-130883,TB-21520,OFF-PA-10000474,2016-09-26,141.76,0
CA-2016-130883,TB-21520,TEC-AC-10001956,2016-09-26,239.8,0
CA-2016-130883,TB-21520,OFF-PA-10004100,2016-09-26,31.104,0
CA-2017-112697,AH-10195,OFF-BI-10000778,2017-12-18,254.058,0
CA-2017-112697,AH-10195,OFF-AP-10002684,2017-12-18,194.528,0
CA-2017-112697,AH-10195,OFF-SU-10000646,2017-12-18,961.48,1
CA-2017-110772,NZ-18565,OFF-FA-10002983,2017-11-20,19.096,0
CA-2017-110772,NZ-18565,OFF-LA-10004689,2017-11-20,18.496,0
CA-2017-110772,NZ-18565,TEC-AC-10002001,2017-11-20,255.984,0
CA-2017-110772,NZ-18565,FUR-BO-10004709,2017-11-20,86.97,0
CA-2015-111451,KL-16555,FUR-FU-10004091,2015-12-26,300.416,0
CA-2015-111451,KL-16555,FUR-CH-10001891,2015-12-26,230.352,0
CA-2015-111451,KL-16555,FUR-FU-10002918,2015-12-26,218.352,0
CA-2015-111451,KL-16555,OFF-BI-10004593,2015-12-26,78.6,0
CA-2015-111451,KL-16555,OFF-FA-10004854,2015-12-26,27.552,0
CA-2017-142545,JD-15895,OFF-PA-10002105,2017-10-28,32.4,0
CA-2017-142545,JD-15895,OFF-ST-10002756,2017-10-28,1082.48,1
CA-2017-142545,JD-15895,OFF-PA-10004243,2017-10-28,56.91,0
CA-2017-142545,JD-15895,FUR-FU-10001861,2017-10-28,77.6,0
CA-2017-142545,JD-15895,OFF-BI-10002706,2017-10-28,14.28,0
US-2018-152380,JH-15910,FUR-TA-10002533,2018-11-19,219.075,0
CA-2016-144253,AS-10225,FUR-FU-10002671,2016-05-04,26.8,0
CA-2015-130960,KB-16600,OFF-AR-10003651,2015-12-30,9.84,0
CA-2015-111003,CR-12625,OFF-BI-10001072,2015-06-01,45.48,0
CA-2015-111003,CR-12625,OFF-AR-10002135,2015-06-01,289.2,0
CA-2018-126774,SH-20395,OFF-AR-10002804,2018-04-15,4.89,0
CA-2017-142902,BP-11185,FUR-FU-10001918,2017-09-12,15.136,0
CA-2017-142902,BP-11185,FUR-CH-10004086,2017-09-12,466.768,0
CA-2017-142902,BP-11185,FUR-FU-10001756,2017-09-12,15.232,0
CA-2017-142902,BP-11185,OFF-LA-10000634,2017-09-12,6.264,0
CA-2015-120887,TS-21205,FUR-FU-10001588,2015-09-27,87.54,0
CA-2015-167850,AG-10525,TEC-PH-10002398,2015-08-09,178.384,0
CA-2015-167850,AG-10525,OFF-PA-10001937,2015-08-09,15.552,0
CA-2015-164259,SP-20860,OFF-AR-10003373,2015-12-28,99.136,0
CA-2015-164973,NM-18445,FUR-CH-10002602,2015-11-04,135.882,0
CA-2015-164973,NM-18445,TEC-MA-10002927,2015-11-04,3991.98,1
CA-2015-164973,NM-18445,TEC-PH-10004093,2015-11-04,275.94,0
CA-2015-164973,NM-18445,TEC-AC-10000892,2015-11-04,360.0,0
CA-2015-164973,NM-18445,OFF-ST-10002974,2015-11-04,43.57,0
CA-2015-156601,FA-14230,OFF-FA-10000624,2015-09-19,7.16,0
CA-2017-162138,GK-14620,OFF-BI-10004593,2017-04-23,251.52,0
CA-2017-162138,GK-14620,TEC-AC-10001908,2017-04-23,99.99,0
CA-2018-153339,DJ-13510,FUR-FU-10001967,2018-11-03,15.992,0
US-2017-141544,PO-18850,TEC-PH-10003645,2017-08-30,290.898,0
US-2017-141544,PO-18850,OFF-ST-10000675,2017-08-30,54.224,0
US-2017-141544,PO-18850,FUR-CH-10003312,2017-08-30,786.744,1
US-2017-141544,PO-18850,OFF-LA-10001074,2017-08-30,100.24,0
US-2017-141544,PO-18850,OFF-BI-10001524,2017-08-30,37.764,0
US-2017-150147,JL-15850,TEC-PH-10004614,2017-04-25,82.8,0
US-2017-150147,JL-15850,OFF-BI-10001153,2017-04-25,20.724,0
US-2017-150147,JL-15850,OFF-BI-10001982,2017-04-25,4.896,0
CA-2016-137946,DB-13615,OFF-BI-10001922,2016-09-01,4.752,0
CA-2016-137946,DB-13615,TEC-CO-10001449,2016-09-01,959.984,1
CA-2016-137946,DB-13615,OFF-BI-10004140,2016-09-01,14.368,0
CA-2015-129924,AC-10420,OFF-BI-10003314,2015-07-12,7.712,0
CA-2015-129924,AC-10420,FUR-TA-10004575,2015-07-12,698.352,1
CA-2016-128167,KL-16645,OFF-FA-10000490,2016-06-22,4.96,0
CA-2015-122336,JD-15895,OFF-AR-10000122,2015-04-13,17.856,0
CA-2015-122336,JD-15895,OFF-BI-10003656,2015-04-13,509.97,1
CA-2015-122336,JD-15895,OFF-FA-10002780,2015-04-13,30.992,0
CA-2015-122336,JD-15895,TEC-PH-10000702,2015-04-13,71.928,0
US-2016-120712,CS-12130,OFF-ST-10000107,2016-12-20,88.8,0
CA-2018-169901,CC-12550,TEC-PH-10002293,2018-06-15,47.976,0
CA-2018-134306,TD-20995,OFF-AR-10004027,2018-07-08,7.56,0
CA-2018-134306,TD-20995,OFF-PA-10000249,2018-07-08,24.56,0
CA-2018-134306,TD-20995,OFF-AR-10001374,2018-07-08,12.96,0
CA-2017-129714,AB-10060,TEC-AC-10000290,2017-09-01,6.79,0
CA-2017-129714,AB-10060,OFF-PA-10001970,2017-09-01,24.56,0
CA-2017-129714,AB-10060,OFF-BI-10002160,2017-09-01,3.048,0
CA-2017-129714,AB-10060,OFF-PA-10001970,2017-09-01,49.12,0
CA-2017-129714,AB-10060,OFF-BI-10004995,2017-09-01,4355.168,1
CA-2017-138520,JL-15505,FUR-BO-10002268,2017-04-08,388.704,0
CA-2017-138520,JL-15505,OFF-EN-10001137,2017-04-08,8.26,0
CA-2017-138520,JL-15505,OFF-AR-10002399,2017-04-08,17.04,0
CA-2017-138520,JL-15505,OFF-PA-10002713,2017-04-08,34.4,0
